city,prov,time,pm25,pmnew
Changchun,Jilin,2019/2/1,80,80
Changzhi,Shanxi,2019/2/1,87,87
Zhengzhou,Henan,2019/2/1,121,121
Zhongwei,Ningxia,2019/2/1,47,47
Zhoukou,Henan,2019/2/1,110,110
Zhumadian,Henan,2019/2/1,91,91
Zibo,Shandong,2019/2/1,97,97
Chifeng,Inner Mongolia,2019/2/1,36,36
Jinzhong,Shanxi,2019/2/1,79,79
Shuangyashan,Heilongjiang,2019/2/1,62,62
Alxa League,Inner Mongolia,2019/3/1,30,30
Ankang,Shaanxi,2019/3/1,31,31
Anyang,Henan,2019/3/1,61,61
Anshan,Liaoning,2019/3/1,57,57
Bayannur,Inner Mongolia,2019/3/1,38,38
Baicheng,Jilin,2019/3/1,34,34
Baotou,Inner Mongolia,2019/3/1,45,45
Baoji,Shaanxi,2019/3/1,51,51
Baoding,Hebei,2019/3/1,58,58
Beijing,Beijing,2019/3/1,52,52
Benxi,Liaoning,2019/3/1,49,49
Binzhou,Shandong,2019/3/1,63,63
Bozhou,Xinjiang,2019/3/1,34,34
Cangzhou,Hebei,2019/3/1,53,53
Changjizhou,Xinjiang,2019/3/1,83,83
Chaoyang,Liaoning,2019/3/1,41,41
Chengde,Hebei,2019/3/1,34,34
Dalian,Liaoning,2019/3/1,59,59
Daqing,Heilongjiang,2019/3/1,35,35
Datong,Shanxi,2019/3/1,34,34
Daxinganling,Heilongjiang,2019/3/1,22,22
Dandong,Liaoning,2019/3/1,58,58
Dezhou,Shandong,2019/3/1,52,52
Dingxi,Gansu,2019/3/1,31,31
Dongying,Shandong,2019/3/1,59,59
Ordos,Inner Mongolia,2019/3/1,25,25
Fushun,Liaoning,2019/3/1,56,56
Fuxin,Liaoning,2019/3/1,52,52
Gannan,Gansu,2019/3/1,26,26
Guyuan,Ningxia,2019/3/1,33,33
Guoluo,Qinghai,2019/3/1,21,21
Harbin,Heilongjiang,2019/3/1,54,54
Hami,Xinjiang,2019/3/1,33,33
Haibei,Qinghai,2019/3/1,23,23
Haidong,Qinghai,2019/3/1,44,44
Hainan,Qinghai,2019/3/1,28,28
Haixi,Qinghai,2019/3/1,20,20
Handan,Hebei,2019/3/1,52,52
Hanzhong,Shaanxi,2019/3/1,35,35
Hetian,Xinjiang,2019/3/1,69,69
Heze,Shandong,2019/3/1,53,53
Hegang,Heilongjiang,2019/3/1,29,29
Heihe,Heilongjiang,2019/3/1,17,17
Hengshui,Hebei,2019/3/1,50,50
Hohhot,Inner Mongolia,2019/3/1,39,39
Hulunbuir,Inner Mongolia,2019/3/1,19,19
Huludao,Liaoning,2019/3/1,61,61
Huangnan,Qinghai,2019/3/1,32,32
Jixi,Heilongjiang,2019/3/1,50,50
Jilin,Jilin,2019/3/1,61,61
Jinan,Shandong,2019/3/1,51,51
Jining,Shandong,2019/3/1,54,54
Jinzhou,Liaoning,2019/3/1,68,68
Jincheng,Shanxi,2019/3/1,45,45
Jiuquan,Gansu,2019/3/1,30,30
Kaifeng,Henan,2019/3/1,57,57
Kelamayi,Xinjiang,2019/3/1,36,36
Kezilesu,Xinjiang,2019/3/1,107,107
Lanzhou,Gansu,2019/3/1,41,41
Langfang,Hebei,2019/3/1,53,53
Liaocheng,Shandong,2019/3/1,59,59
Linxia,Gansu,2019/3/1,33,33
Linyi,Shandong,2019/3/1,67,67
Longnan,Gansu,2019/3/1,20,20
Lvliang,Shanxi,2019/3/1,38,38
Luoyang,Henan,2019/3/1,56,56
Mudanjiang,Heilongjiang,2019/3/1,50,50
Nanyang,Henan,2019/3/1,55,55
Panjin,Liaoning,2019/3/1,54,54
Pingdingshan,Henan,2019/3/1,55,55
Pingliang,Gansu,2019/3/1,29,29
Qitaihe,Heilongjiang,2019/3/1,55,55
Qiqihaer,Heilongjiang,2019/3/1,38,38
Qinhuangdao,Hebei,2019/3/1,53,53
Qingdao,Shandong,2019/3/1,46,46
Qingyang,Gansu,2019/3/1,34,34
Rizhao,Shandong,2019/3/1,52,52
Sanmenxia,Henan,2019/3/1,44,44
Shangluo,Shaanxi,2019/3/1,31,31
Shangqiu,Henan,2019/3/1,55,55
Shenyang,Liaoning,2019/3/1,61,61
Shihezi,Xinjiang,2019/3/1,95,95
Shijiazhuang,Hebei,2019/3/1,62,62
Shuozhou,Shanxi,2019/3/1,40,40
Siping,Jilin,2019/3/1,51,51
Songyuan,Jilin,2019/3/1,37,37
Suihua,Heilongjiang,2019/3/1,48,48
Taiyuan,Shanxi,2019/3/1,50,50
Taian,Shandong,2019/3/1,63,63
Tangshan,Hebei,2019/3/1,59,59
Tianjin,Tianjin,2019/3/1,54,54
Tianshui,Gansu,2019/3/1,34,34
Tieling,Liaoning,2019/3/1,56,56
Tonghua,Jilin,2019/3/1,35,35
Tongliao,Inner Mongolia,2019/3/1,39,39
Tongchuan,Shaanxi,2019/3/1,42,42
Tulufan,Xinjiang,2019/3/1,73,73
Weihai,Shandong,2019/3/1,44,44
Weifang,Shandong,2019/3/1,68,68
Weinan,Shaanxi,2019/3/1,45,45
Wuhai,Inner Mongolia,2019/3/1,39,39
Ulanqab,Inner Mongolia,2019/3/1,26,26
Wulumuqi,Xinjiang,2019/3/1,72,72
Wuzhong,Ningxia,2019/3/1,35,35
Wuwei,Gansu,2019/3/1,38,38
Xining,Qinghai,2019/3/1,36,36
Xilingol League,Inner Mongolia,2019/3/1,10,10
Xianyang,Shaanxi,2019/3/1,59,59
Xinzhou,Shanxi,2019/3/1,41,41
Xinxiang,Henan,2019/3/1,50,50
Xinyang,Henan,2019/3/1,51,51
Xingtai,Hebei,2019/3/1,56,56
Hinggan League,Inner Mongolia,2019/3/1,36,36
Xuchang,Henan,2019/3/1,55,55
Yantai,Shandong,2019/3/1,51,51
Yanan,Shaanxi,2019/3/1,35,35
Yanbian,Jilin,2019/3/1,50,50
Yangquan,Shanxi,2019/3/1,53,53
Yichun,Heilongjiang,2019/3/1,24,24
Yilihasake,Xinjiang,2019/3/1,54,54
Yinchuan,Ningxia,2019/3/1,35,35
Yingkou,Liaoning,2019/3/1,58,58
Yulin,Shaanxi,2019/3/1,40,40
Yushu,Qinghai,2019/3/1,10,10
Yuncheng,Shanxi,2019/3/1,50,50
Zhangjiakou,Hebei,2019/3/1,27,27
Zhangye,Gansu,2019/3/1,42,42
Changchun,Jilin,2019/3/1,54,54
Changzhi,Shanxi,2019/3/1,45,45
Zhengzhou,Henan,2019/3/1,54,54
Zhongwei,Ningxia,2019/3/1,38,38
Zhoukou,Henan,2019/3/1,56,56
Zhumadian,Henan,2019/3/1,51,51
Zibo,Shandong,2019/3/1,61,61
Chifeng,Inner Mongolia,2019/3/1,26,26
Jinzhong,Shanxi,2019/3/1,44,44
Shuangyashan,Heilongjiang,2019/3/1,50,50
Alxa League,Inner Mongolia,2019/4/1,33,33
Ankang,Shaanxi,2019/4/1,26,26
Anyang,Henan,2019/4/1,64,64
Anshan,Liaoning,2019/4/1,39,39
Bayannur,Inner Mongolia,2019/4/1,29,29
Baicheng,Jilin,2019/4/1,27,27
Baotou,Inner Mongolia,2019/4/1,32,32
Baoji,Shaanxi,2019/4/1,44,44
Baoding,Hebei,2019/4/1,45,45
Beijing,Beijing,2019/4/1,48,48
Benxi,Liaoning,2019/4/1,31,31
Binzhou,Shandong,2019/4/1,46,46
Bozhou,Xinjiang,2019/4/1,15,15
Cangzhou,Hebei,2019/4/1,45,45
Changjizhou,Xinjiang,2019/4/1,21,21
Chaoyang,Liaoning,2019/4/1,34,34
Chengde,Hebei,2019/4/1,27,27
Dalian,Liaoning,2019/4/1,31,31
Daqing,Heilongjiang,2019/4/1,25,25
Datong,Shanxi,2019/4/1,30,30
Daxinganling,Heilongjiang,2019/4/1,18,18
Dandong,Liaoning,2019/4/1,27,27
Dezhou,Shandong,2019/4/1,48,48
Dingxi,Gansu,2019/4/1,22,22
Dongying,Shandong,2019/4/1,39,39
Ordos,Inner Mongolia,2019/4/1,22,22
Fushun,Liaoning,2019/4/1,36,36
Fuxin,Liaoning,2019/4/1,33,33
Gannan,Gansu,2019/4/1,19,19
Guyuan,Ningxia,2019/4/1,23,23
Guoluo,Qinghai,2019/4/1,22,22
Harbin,Heilongjiang,2019/4/1,36,36
Hami,Xinjiang,2019/4/1,22,22
Haibei,Qinghai,2019/4/1,23,23
Haidong,Qinghai,2019/4/1,38,38
Hainan,Qinghai,2019/4/1,24,24
Haixi,Qinghai,2019/4/1,24,24
Handan,Hebei,2019/4/1,59,59
Hanzhong,Shaanxi,2019/4/1,25,25
Hetian,Xinjiang,2019/4/1,39.25,39.25
Heze,Shandong,2019/4/1,48,48
Hegang,Heilongjiang,2019/4/1,24,24
Heihe,Heilongjiang,2019/4/1,14,14
Hengshui,Hebei,2019/4/1,49,49
Hohhot,Inner Mongolia,2019/4/1,29,29
Hulunbuir,Inner Mongolia,2019/4/1,25,25
Huludao,Liaoning,2019/4/1,38,38
Huangnan,Qinghai,2019/4/1,23,23
Jixi,Heilongjiang,2019/4/1,31,31
Jilin,Jilin,2019/4/1,33,33
Jinan,Shandong,2019/4/1,54,54
Jining,Shandong,2019/4/1,64,64
Jinzhou,Liaoning,2019/4/1,38,38
Jincheng,Shanxi,2019/4/1,49,49
Jiuquan,Gansu,2019/4/1,22,22
Kaifeng,Henan,2019/4/1,50,50
Kelamayi,Xinjiang,2019/4/1,10,10
Kezilesu,Xinjiang,2019/4/1,53,53
Lanzhou,Gansu,2019/4/1,34,34
Langfang,Hebei,2019/4/1,41,41
Liaocheng,Shandong,2019/4/1,54,54
Linxia,Gansu,2019/4/1,29,29
Linyi,Shandong,2019/4/1,54,54
Longnan,Gansu,2019/4/1,17,17
Lvliang,Shanxi,2019/4/1,34,34
Luoyang,Henan,2019/4/1,50,50
Mudanjiang,Heilongjiang,2019/4/1,33,33
Nanyang,Henan,2019/4/1,43,43
Panjin,Liaoning,2019/4/1,35,35
Pingdingshan,Henan,2019/4/1,59,59
Pingliang,Gansu,2019/4/1,20,20
Qitaihe,Heilongjiang,2019/4/1,35,35
Qiqihaer,Heilongjiang,2019/4/1,21,21
Qinhuangdao,Hebei,2019/4/1,39,39
Qingdao,Shandong,2019/4/1,28,28
Qingyang,Gansu,2019/4/1,28,28
Rizhao,Shandong,2019/4/1,41,41
Sanmenxia,Henan,2019/4/1,53,53
Shangluo,Shaanxi,2019/4/1,25,25
Shangqiu,Henan,2019/4/1,47,47
Shenyang,Liaoning,2019/4/1,40,40
Shihezi,Xinjiang,2019/4/1,21,21
Shijiazhuang,Hebei,2019/4/1,52,52
Shuozhou,Shanxi,2019/4/1,30,30
Siping,Jilin,2019/4/1,32,32
Songyuan,Jilin,2019/4/1,26,26
Suihua,Heilongjiang,2019/4/1,27,27
Taiyuan,Shanxi,2019/4/1,57,57
Taian,Shandong,2019/4/1,56,56
Tangshan,Hebei,2019/4/1,51,51
Tianjin,Tianjin,2019/4/1,49,49
Tianshui,Gansu,2019/4/1,25,25
Tieling,Liaoning,2019/4/1,39,39
Tonghua,Jilin,2019/4/1,22,22
Tongliao,Inner Mongolia,2019/4/1,34,34
Tongchuan,Shaanxi,2019/4/1,48,48
Tulufan,Xinjiang,2019/4/1,37,37
Weihai,Shandong,2019/4/1,25,25
Weifang,Shandong,2019/4/1,49,49
Weinan,Shaanxi,2019/4/1,48,48
Wuhai,Inner Mongolia,2019/4/1,31,31
Ulanqab,Inner Mongolia,2019/4/1,23,23
Wulumuqi,Xinjiang,2019/4/1,19,19
Wuzhong,Ningxia,2019/4/1,41,41
Wuwei,Gansu,2019/4/1,31,31
Xining,Qinghai,2019/4/1,37,37
Xilingol League,Inner Mongolia,2019/4/1,13,13
Xianyang,Shaanxi,2019/4/1,55,55
Xinzhou,Shanxi,2019/4/1,32,32
Xinxiang,Henan,2019/4/1,51,51
Xinyang,Henan,2019/4/1,41,41
Xingtai,Hebei,2019/4/1,59,59
Hinggan League,Inner Mongolia,2019/4/1,25,25
Xuchang,Henan,2019/4/1,46,46
Yantai,Shandong,2019/4/1,27,27
Yanan,Shaanxi,2019/4/1,31,31
Yanbian,Jilin,2019/4/1,32,32
Yangquan,Shanxi,2019/4/1,47,47
Yichun,Heilongjiang,2019/4/1,18,18
Yilihasake,Xinjiang,2019/4/1,22,22
Yinchuan,Ningxia,2019/4/1,31,31
Yingkou,Liaoning,2019/4/1,36,36
Yulin,Shaanxi,2019/4/1,34,34
Yushu,Qinghai,2019/4/1,9,9
Yuncheng,Shanxi,2019/4/1,44,44
Zhangjiakou,Hebei,2019/4/1,29,29
Zhangye,Gansu,2019/4/1,29,29
Changchun,Jilin,2019/4/1,33,33
Changzhi,Shanxi,2019/4/1,42,42
Zhengzhou,Henan,2019/4/1,54,54
Zhongwei,Ningxia,2019/4/1,45,45
Zhoukou,Henan,2019/4/1,45,45
Zhumadian,Henan,2019/4/1,47,47
Zibo,Shandong,2019/4/1,54,54
Chifeng,Inner Mongolia,2019/4/1,22,22
Jinzhong,Shanxi,2019/4/1,42,42
Shuangyashan,Heilongjiang,2019/4/1,28,28
Alxa League,Inner Mongolia,2019/5/1,38,38
Ankang,Shaanxi,2019/5/1,33,33
Anyang,Henan,2019/5/1,40,40
Anshan,Liaoning,2019/5/1,30,30
Bayannur,Inner Mongolia,2019/5/1,31,31
Baicheng,Jilin,2019/5/1,22,22
Baotou,Inner Mongolia,2019/5/1,36,36
Baoji,Shaanxi,2019/5/1,40,40
Baoding,Hebei,2019/5/1,33,33
Beijing,Beijing,2019/5/1,37,37
Benxi,Liaoning,2019/5/1,26,26
Binzhou,Shandong,2019/5/1,40,40
Bozhou,Xinjiang,2019/5/1,15,15
Cangzhou,Hebei,2019/5/1,36,36
Changjizhou,Xinjiang,2019/5/1,22,22
Chaoyang,Liaoning,2019/5/1,29,29
Chengde,Hebei,2019/5/1,22,22
Dalian,Liaoning,2019/5/1,29,29
Daqing,Heilongjiang,2019/5/1,18,18
Datong,Shanxi,2019/5/1,33,33
Daxinganling,Heilongjiang,2019/5/1,12,12
Dandong,Liaoning,2019/5/1,29,29
Dezhou,Shandong,2019/5/1,32,32
Dingxi,Gansu,2019/5/1,30,30
Dongying,Shandong,2019/5/1,37,37
Ordos,Inner Mongolia,2019/5/1,26,26
Fushun,Liaoning,2019/5/1,30,30
Fuxin,Liaoning,2019/5/1,32,32
Gannan,Gansu,2019/5/1,18,18
Guyuan,Ningxia,2019/5/1,33,33
Guoluo,Qinghai,2019/5/1,22,22
Harbin,Heilongjiang,2019/5/1,24,24
Hami,Xinjiang,2019/5/1,37,37
Haibei,Qinghai,2019/5/1,25,25
Haidong,Qinghai,2019/5/1,45,45
Hainan,Qinghai,2019/5/1,23,23
Haixi,Qinghai,2019/5/1,19,19
Handan,Hebei,2019/5/1,38,38
Hanzhong,Shaanxi,2019/5/1,46,46
Hetian,Xinjiang,2019/5/1,37.5,37.5
Heze,Shandong,2019/5/1,36,36
Hegang,Heilongjiang,2019/5/1,20,20
Heihe,Heilongjiang,2019/5/1,12,12
Hengshui,Hebei,2019/5/1,33,33
Hohhot,Inner Mongolia,2019/5/1,35,35
Hulunbuir,Inner Mongolia,2019/5/1,20,20
Huludao,Liaoning,2019/5/1,37,37
Huangnan,Qinghai,2019/5/1,26,26
Jixi,Heilongjiang,2019/5/1,19,19
Jilin,Jilin,2019/5/1,22,22
Jinan,Shandong,2019/5/1,36,36
Jining,Shandong,2019/5/1,41,41
Jinzhou,Liaoning,2019/5/1,38,38
Jincheng,Shanxi,2019/5/1,37,37
Jiuquan,Gansu,2019/5/1,28,28
Kaifeng,Henan,2019/5/1,39,39
Kelamayi,Xinjiang,2019/5/1,12,12
Kezilesu,Xinjiang,2019/5/1,47,47
Lanzhou,Gansu,2019/5/1,38,38
Langfang,Hebei,2019/5/1,33,33
Liaocheng,Shandong,2019/5/1,37,37
Linxia,Gansu,2019/5/1,42,42
Linyi,Shandong,2019/5/1,42,42
Longnan,Gansu,2019/5/1,15,15
Lvliang,Shanxi,2019/5/1,27,27
Luoyang,Henan,2019/5/1,33,33
Mudanjiang,Heilongjiang,2019/5/1,22,22
Nanyang,Henan,2019/5/1,36,36
Panjin,Liaoning,2019/5/1,31,31
Pingdingshan,Henan,2019/5/1,44,44
Pingliang,Gansu,2019/5/1,26,26
Qitaihe,Heilongjiang,2019/5/1,21,21
Qiqihaer,Heilongjiang,2019/5/1,16,16
Qinhuangdao,Hebei,2019/5/1,34,34
Qingdao,Shandong,2019/5/1,27,27
Qingyang,Gansu,2019/5/1,36,36
Rizhao,Shandong,2019/5/1,35,35
Sanmenxia,Henan,2019/5/1,37,37
Shangluo,Shaanxi,2019/5/1,37,37
Shangqiu,Henan,2019/5/1,35,35
Shenyang,Liaoning,2019/5/1,32,32
Shihezi,Xinjiang,2019/5/1,21,21
Shijiazhuang,Hebei,2019/5/1,34,34
Shuozhou,Shanxi,2019/5/1,29,29
Siping,Jilin,2019/5/1,25,25
Songyuan,Jilin,2019/5/1,19,19
Suihua,Heilongjiang,2019/5/1,19,19
Taiyuan,Shanxi,2019/5/1,45,45
Taian,Shandong,2019/5/1,36,36
Tangshan,Hebei,2019/5/1,43,43
Tianjin,Tianjin,2019/5/1,41,41
Tianshui,Gansu,2019/5/1,33,33
Tieling,Liaoning,2019/5/1,32,32
Tonghua,Jilin,2019/5/1,19,19
Tongliao,Inner Mongolia,2019/5/1,31,31
Tongchuan,Shaanxi,2019/5/1,38,38
Tulufan,Xinjiang,2019/5/1,69,69
Weihai,Shandong,2019/5/1,24,24
Weifang,Shandong,2019/5/1,38,38
Weinan,Shaanxi,2019/5/1,38,38
Wuhai,Inner Mongolia,2019/5/1,35,35
Ulanqab,Inner Mongolia,2019/5/1,22,22
Wulumuqi,Xinjiang,2019/5/1,21,21
Wuzhong,Ningxia,2019/5/1,41,41
Wuwei,Gansu,2019/5/1,54,54
Xining,Qinghai,2019/5/1,42,42
Xilingol League,Inner Mongolia,2019/5/1,19,19
Xianyang,Shaanxi,2019/5/1,50,50
Xinzhou,Shanxi,2019/5/1,24,24
Xinxiang,Henan,2019/5/1,31,31
Xinyang,Henan,2019/5/1,31,31
Xingtai,Hebei,2019/5/1,39,39
Hinggan League,Inner Mongolia,2019/5/1,21,21
Xuchang,Henan,2019/5/1,34,34
Yantai,Shandong,2019/5/1,27,27
Yanan,Shaanxi,2019/5/1,35,35
Yanbian,Jilin,2019/5/1,16,16
Yangquan,Shanxi,2019/5/1,32,32
Yichun,Heilongjiang,2019/5/1,16,16
Yilihasake,Xinjiang,2019/5/1,22,22
Yinchuan,Ningxia,2019/5/1,32,32
Yingkou,Liaoning,2019/5/1,28,28
Yulin,Shaanxi,2019/5/1,34,34
Yushu,Qinghai,2019/5/1,6,6
Yuncheng,Shanxi,2019/5/1,35,35
Zhangjiakou,Hebei,2019/5/1,22,22
Zhangye,Gansu,2019/5/1,48,48
Changchun,Jilin,2019/5/1,25,25
Changzhi,Shanxi,2019/5/1,32,32
Zhengzhou,Henan,2019/5/1,40,40
Zhongwei,Ningxia,2019/5/1,48,48
Zhoukou,Henan,2019/5/1,43,43
Zhumadian,Henan,2019/5/1,34,34
Zibo,Shandong,2019/5/1,39,39
Chifeng,Inner Mongolia,2019/5/1,20,20
Jinzhong,Shanxi,2019/5/1,28,28
Shuangyashan,Heilongjiang,2019/5/1,22,22
Alxa League,Inner Mongolia,2019/6/1,20,20
Ankang,Shaanxi,2019/6/1,22,22
Anyang,Henan,2019/6/1,37,37
Anshan,Liaoning,2019/6/1,30,30
Bayannur,Inner Mongolia,2019/6/1,22,22
Baicheng,Jilin,2019/6/1,15,15
Baotou,Inner Mongolia,2019/6/1,23,23
Baoji,Shaanxi,2019/6/1,21,21
Baoding,Hebei,2019/6/1,36,36
Beijing,Beijing,2019/6/1,39,39
Benxi,Liaoning,2019/6/1,22,22
Binzhou,Shandong,2019/6/1,36,36
Bozhou,Xinjiang,2019/6/1,11,11
Cangzhou,Hebei,2019/6/1,35,35
Changjizhou,Xinjiang,2019/6/1,15,15
Chaoyang,Liaoning,2019/6/1,30,30
Chengde,Hebei,2019/6/1,23,23
Dalian,Liaoning,2019/6/1,23,23
Daqing,Heilongjiang,2019/6/1,13,13
Datong,Shanxi,2019/6/1,24,24
Daxinganling,Heilongjiang,2019/6/1,12,12
Dandong,Liaoning,2019/6/1,17,17
Dezhou,Shandong,2019/6/1,31,31
Dingxi,Gansu,2019/6/1,12,12
Dongying,Shandong,2019/6/1,34,34
Ordos,Inner Mongolia,2019/6/1,20,20
Fushun,Liaoning,2019/6/1,27,27
Fuxin,Liaoning,2019/6/1,24,24
Gannan,Gansu,2019/6/1,13,13
Guyuan,Ningxia,2019/6/1,16,16
Guoluo,Qinghai,2019/6/1,17,17
Harbin,Heilongjiang,2019/6/1,14,14
Hami,Xinjiang,2019/6/1,15,15
Haibei,Qinghai,2019/6/1,19,19
Haidong,Qinghai,2019/6/1,27,27
Hainan,Qinghai,2019/6/1,17,17
Haixi,Qinghai,2019/6/1,14,14
Handan,Hebei,2019/6/1,40,40
Hanzhong,Shaanxi,2019/6/1,28,28
Hetian,Xinjiang,2019/6/1,15.75,15.75
Heze,Shandong,2019/6/1,33,33
Hegang,Heilongjiang,2019/6/1,17,17
Heihe,Heilongjiang,2019/6/1,10,10
Hengshui,Hebei,2019/6/1,37,37
Hohhot,Inner Mongolia,2019/6/1,20,20
Hulunbuir,Inner Mongolia,2019/6/1,13,13
Huludao,Liaoning,2019/6/1,34,34
Huangnan,Qinghai,2019/6/1,17,17
Jixi,Heilongjiang,2019/6/1,16,16
Jilin,Jilin,2019/6/1,19,19
Jinan,Shandong,2019/6/1,36,36
Jining,Shandong,2019/6/1,35,35
Jinzhou,Liaoning,2019/6/1,33,33
Jincheng,Shanxi,2019/6/1,34,34
Jiuquan,Gansu,2019/6/1,29,29
Kaifeng,Henan,2019/6/1,32,32
Kelamayi,Xinjiang,2019/6/1,8,8
Kezilesu,Xinjiang,2019/6/1,10,10
Lanzhou,Gansu,2019/6/1,20,20
Langfang,Hebei,2019/6/1,36,36
Liaocheng,Shandong,2019/6/1,34,34
Linxia,Gansu,2019/6/1,14,14
Linyi,Shandong,2019/6/1,33,33
Longnan,Gansu,2019/6/1,10,10
Lvliang,Shanxi,2019/6/1,28,28
Luoyang,Henan,2019/6/1,28,28
Mudanjiang,Heilongjiang,2019/6/1,17,17
Nanyang,Henan,2019/6/1,26,26
Panjin,Liaoning,2019/6/1,32,32
Pingdingshan,Henan,2019/6/1,32,32
Pingliang,Gansu,2019/6/1,12,12
Qitaihe,Heilongjiang,2019/6/1,15,15
Qiqihaer,Heilongjiang,2019/6/1,11,11
Qinhuangdao,Hebei,2019/6/1,27,27
Qingdao,Shandong,2019/6/1,23,23
Qingyang,Gansu,2019/6/1,17,17
Rizhao,Shandong,2019/6/1,30,30
Sanmenxia,Henan,2019/6/1,27,27
Shangluo,Shaanxi,2019/6/1,21,21
Shangqiu,Henan,2019/6/1,30,30
Shenyang,Liaoning,2019/6/1,23,23
Shihezi,Xinjiang,2019/6/1,15,15
Shijiazhuang,Hebei,2019/6/1,39,39
Shuozhou,Shanxi,2019/6/1,24,24
Siping,Jilin,2019/6/1,23,23
Songyuan,Jilin,2019/6/1,11,11
Suihua,Heilongjiang,2019/6/1,11,11
Taiyuan,Shanxi,2019/6/1,39,39
Taian,Shandong,2019/6/1,34,34
Tangshan,Hebei,2019/6/1,47,47
Tianjin,Tianjin,2019/6/1,42,42
Tianshui,Gansu,2019/6/1,13,13
Tieling,Liaoning,2019/6/1,22,22
Tonghua,Jilin,2019/6/1,16,16
Tongliao,Inner Mongolia,2019/6/1,26,26
Tongchuan,Shaanxi,2019/6/1,25,25
Tulufan,Xinjiang,2019/6/1,20,20
Weihai,Shandong,2019/6/1,22,22
Weifang,Shandong,2019/6/1,38,38
Weinan,Shaanxi,2019/6/1,26,26
Wuhai,Inner Mongolia,2019/6/1,27,27
Ulanqab,Inner Mongolia,2019/6/1,17,17
Wulumuqi,Xinjiang,2019/6/1,13,13
Wuzhong,Ningxia,2019/6/1,19,19
Wuwei,Gansu,2019/6/1,21,21
Xining,Qinghai,2019/6/1,22,22
Xilingol League,Inner Mongolia,2019/6/1,9,9
Xianyang,Shaanxi,2019/6/1,29,29
Xinzhou,Shanxi,2019/6/1,27,27
Xinxiang,Henan,2019/6/1,29,29
Xinyang,Henan,2019/6/1,24,24
Xingtai,Hebei,2019/6/1,48,48
Hinggan League,Inner Mongolia,2019/6/1,15,15
Xuchang,Henan,2019/6/1,29,29
Yantai,Shandong,2019/6/1,25,25
Yanan,Shaanxi,2019/6/1,22,22
Yanbian,Jilin,2019/6/1,11,11
Yangquan,Shanxi,2019/6/1,37,37
Yichun,Heilongjiang,2019/6/1,13,13
Yilihasake,Xinjiang,2019/6/1,15,15
Yinchuan,Ningxia,2019/6/1,21,21
Yingkou,Liaoning,2019/6/1,30,30
Yulin,Shaanxi,2019/6/1,28,28
Yushu,Qinghai,2019/6/1,5,5
Yuncheng,Shanxi,2019/6/1,31,31
Zhangjiakou,Hebei,2019/6/1,21,21
Zhangye,Gansu,2019/6/1,30,30
Changchun,Jilin,2019/6/1,19,19
Changzhi,Shanxi,2019/6/1,32,32
Zhengzhou,Henan,2019/6/1,30,30
Zhongwei,Ningxia,2019/6/1,23,23
Zhoukou,Henan,2019/6/1,28,28
Zhumadian,Henan,2019/6/1,28,28
Zibo,Shandong,2019/6/1,40,40
Chifeng,Inner Mongolia,2019/6/1,17,17
Jinzhong,Shanxi,2019/6/1,31,31
Shuangyashan,Heilongjiang,2019/6/1,17,17
Alxa League,Inner Mongolia,2019/7/1,20,20
Ankang,Shaanxi,2019/7/1,19,19
Anyang,Henan,2019/7/1,34,34
Anshan,Liaoning,2019/7/1,30,30
Bayannur,Inner Mongolia,2019/7/1,18,18
Baicheng,Jilin,2019/7/1,16,16
Baotou,Inner Mongolia,2019/7/1,22,22
Baoji,Shaanxi,2019/7/1,18,18
Baoding,Hebei,2019/7/1,36,36
Beijing,Beijing,2019/7/1,37,37
Benxi,Liaoning,2019/7/1,24,24
Binzhou,Shandong,2019/7/1,36,36
Bozhou,Xinjiang,2019/7/1,17,17
Cangzhou,Hebei,2019/7/1,29,29
Changjizhou,Xinjiang,2019/7/1,20,20
Chaoyang,Liaoning,2019/7/1,27,27
Chengde,Hebei,2019/7/1,23,23
Dalian,Liaoning,2019/7/1,23,23
Daqing,Heilongjiang,2019/7/1,17,17
Datong,Shanxi,2019/7/1,22,22
Daxinganling,Heilongjiang,2019/7/1,13,13
Dandong,Liaoning,2019/7/1,17,17
Dezhou,Shandong,2019/7/1,28,28
Dingxi,Gansu,2019/7/1,12,12
Dongying,Shandong,2019/7/1,34,34
Ordos,Inner Mongolia,2019/7/1,18,18
Fushun,Liaoning,2019/7/1,30,30
Fuxin,Liaoning,2019/7/1,29,29
Gannan,Gansu,2019/7/1,13,13
Guyuan,Ningxia,2019/7/1,15,15
Guoluo,Qinghai,2019/7/1,20,20
Harbin,Heilongjiang,2019/7/1,19,19
Hami,Xinjiang,2019/7/1,19,19
Haibei,Qinghai,2019/7/1,13,13
Haidong,Qinghai,2019/7/1,26,26
Hainan,Qinghai,2019/7/1,17,17
Haixi,Qinghai,2019/7/1,13,13
Handan,Hebei,2019/7/1,38,38
Hanzhong,Shaanxi,2019/7/1,20,20
Hetian,Xinjiang,2019/7/1,29,29
Heze,Shandong,2019/7/1,30,30
Hegang,Heilongjiang,2019/7/1,14,14
Heihe,Heilongjiang,2019/7/1,12,12
Hengshui,Hebei,2019/7/1,34,34
Hohhot,Inner Mongolia,2019/7/1,20,20
Hulunbuir,Inner Mongolia,2019/7/1,14,14
Huludao,Liaoning,2019/7/1,40,40
Huangnan,Qinghai,2019/7/1,16,16
Jixi,Heilongjiang,2019/7/1,16,16
